text,keywords
voir l'erreur répondrai commentaires voir pouvez m'aider trouver facilement l'erreur. Merci d'avoir suivi exercice bientôt. Sous-titres réalisés l'Amara.org,"['commentaires', 'répondrai', 'aider', 'erreur', 'bientôt']"
positionnement statique positionnement relatif positionnement absolu qu'on risque fort retrouver genre chevauchement général n'est souhaitable. Et position fixe c'est comportement,"['positionnement', 'chevauchement', 'souhaitable', 'statique', 'comportement']"
e donner 1300 ici chose ici 38 300 arrive fin exercice l'avoir suivi bientôt,"['bientôt', 'arrive', 'donner', 'avoir', 'exercice']"
"P chose Q vrai. Nous commençons hélogique, appelle conjonction. Eh bien hélogique n'est vrai P Q vraies. P Q fausse cas. Ou logique, appelle disjoncti","['vraies', 'commençons', 'conjonction', 'vrai', 'appelle']"
"prendre staff ID l'identifiant l'employé compter nombre transactions effectué. On simplement mettre asterisque venir ici, regrouper staff ID. Donc, ici, j'ai staff ID vois","['identifiant', 'regrouper', 'mettre', 'asterisque', 'vois']"
"faire ça, c'est d'insérer HTML code HTML, balise meta donne instructions redirection. Donc script construire page bout 0 secondes paramètre content. Si c'est bon, contraire, redi","['script', 'code', 'faire', 'bon', 'construire']"
"ns mise forme besoin créer site web. Bien entendu, énumérer possibilités, commandes, d'abord vidéo deviendrait interminable, ensuite qu'il existe s","['possibilités', 'interminable', 'commandes', 'deviendrait', 'énumérer']"
"bénéfice important bien l'entreprise l'État, taxé, détaille forme produits charges. Donc produits charges détail poste trouve niveau","['détaille', 'taxé', 'entreprise', 'bénéfice', 'produits']"
nation prendre résultat mettre carré c'est-à-dire coefficient détermination c'est r carré sais voit obligé défacer défacer au-dessus rappelez-vous avon,"['défacer', 'vous', 'dessus', 'carré', 'mettre']"
"marchandises. Marchandises, factures non payées clients, soldes compte bancaire. Voilà exercice. Je donne exercice mieux s'habituer l'utilisation bilan comptable. Il s'agit présenter bilan d'u","['payées', 'comptable', 'marchandises', 'bancaire', 'exercice']"
Québec spectacle multimédia Titanic l'Empress of Ireland Site historique maritime Pointe-au-Père 2012Québec spectacle multimédia Titanic l'Empress of Ireland Site historique maritime Pointe-au-Père 2012,"['2012québec', 'multimédia', 'maritime', 'historique', 'pointe']"
"'élément A, d'où couple A. Nous définissons manière rigoureuse notion fonction. Une fonction correspondance EF gamma, vérifiant soient x appartenant E, soient primes appartenant F.","['fonction', 'primes', 'définissons', 'où', 'une']"
"e tour 5 qu'on sort boucle. Donc, final, s vaut 15. Et c'est valeur retournée. Et donc, bien résultat final somme entier, entiers 1 5 vaut 15. Voilà, finit simulation. On voit q","['entiers', 'entier', 'vaut', 'est', 'somme']"
"cation, c'est qu'ils produits l'intérieur l'entreprise processus fabrication. Par rapport marchandise n'y transformation, achète biens revend marché. Donc niveau produits finis","['marchandise', 'entreprise', 'produits', 'marché', 'biens']"
"ellement caractères supprimés longueur potentiellement courtes. Alors spécification, suppression prendre caractère entrée exemple ici caractère E supprimer occurrence caractère dan","['supprimés', 'potentiellement', 'ellement', 'caractère', 'alors']"
"film ID table film. On prendre titre film table film retourner l'inventorie ID.inventorieID. Et c'est là, frame, spécifier table film Outer bien Lift Join. Et c'est là, indiquer","['retourner', 'indiquer', 'frame', 'inventorieid', 'spécifier']"
"tie, 13e siècle. Un véritable précurseur l'analyse notion fonctions mathématicien Althussi. Ce mathématicien perce, doute l'un précurseurs l'analyse démarrera véritablement qu'au 17e siècle Europe.","['mathématicien', 'précurseur', 'précurseurs', 'véritablement', 'siècle']"
"e grand 1 tilt alpha égale 0. Et appelle l'équation algebraique équation polinomial, équation type atilde x égale 0. Passons dérivation formelle polinômes. Deuxième partie, dérivation formel","['équation', 'algebraique', 'formelle', 'dérivation', 'polinômes']"
"écrit, epsilon strictement positif, existe grand partenance r, X appartenant i, X super égal implique valeur absolue f x petit a, ferragale epsilon. Voici cas, l'une limite infinie","['infinie', 'existe', 'une', 'implique', 'positif']"
"ie, caractérisation d'une permutation. Définition, appelle nombre d'aversions d'une permutation note nu sigma, nombre couples ij 1 n inférieur j, sigma supérieur strictement sigma j. Voici exemple","['permutation', 'exemple', 'une', 'nombre', 'définition']"
"e expression forme lambdaI veille, lambdaI appartenant K puissance I, l'ensemble familles presque nulle. Qu'une famille finie, finie. Une combinaison linéaire construite famille somme finie. On écri","['somme', 'qu', 'une', 'nulle', 'forme']"
"inscrire diminution débit. On inscrire diminution débit, 2 000 euros. Opération 3. Donc ici aussi, vérifier rapidement crédit. On 2 000 euros, débit 2 000 euros. On l'équilibre opération. On passer l'opér","['débit', 'crédit', 'équilibre', 'rapidement', 'inscrire']"
"carré 6,50 trouve 255 j'ai ration carré colonne x minus bar carré j'ai ration carré minus bar carré donner formule calculer coefficient corrélation r minusq c'est formu","['carré', 'est', 'coefficient', 'calculer', 'formule']"
"Neufs morts Alpes françaises, mont MauditNeufs morts Alpes françaises, mont Maudit13 juillet 2012. Une avalanche Alpes françaises causée mort neuf personnes, informations autorités. Pas neuf","['neufs', 'françaises', 'morts', 'neuf', 'mauditneufs']"
ctoriel. Exemple dimension finie. Soit np k puissance n point espace vectoriel dimension finie dimension égal n. k indice n x point espace vectoriel. Ou k indice n x l'ensemble polynômes,"['polynômes', 'vectoriel', 'dimension', 'point', 'espace']"
"ation suivante. Le 7 janvier, facture 132 fournisseur Z achat marchandise, 9 000 euros. Payment 60 jours date. D'abord, expliquer notion 60 jours date. Ça veut paiement s'effectuer 60 jours apr","['fournisseur', 'paiement', 'marchandise', 'jours', 'effectuer']"
n dérivées successives. Envisageons cas particulier clair. Poison p2x égale 4x³ 5x² 7x³. La dérivée s'écrit 12x² 10x³. La dérivée seconde s'écrit 24x³ dérivée s'écrit 24. Evaluons,"['dérivée', 'dérivées', 'envisageons', 'écrit', '5x²']"
"bancaire nom société. Parce société porter nom morale yeux loi, distincte, personnes physiques, cas M. Delver Horté personnes physiques, pat","['physiques', 'personnes', 'loi', 'bancaire', 'société']"
"pass. Quand teste, essayer regarder 10 premières lignes triangle. Si faisait bout l'étude problème, faudrait monter l'apparition solution. Mais bon, exemples montrent, bien réso","['regarder', 'problème', 'quand', 'bien', 'bon']"
"e, faut revoir valeur, etc. Donc c'est dur vendre machine. Donc mettre machine lieu. Après machine, avez matériel roulant, matériel roulant, vendre rapidement qu'une machine. Parce matériel roulant déj","['faut', 'roulant', 'revoir', 'déj', 'mettre']"
"bien égal fameux X11. Donc j'ai bien modifiant ici petit manipulation. Donc c'est brouillon, façon, c'est réfléchis problème. J'arrive reconstruire, non chiffre 11, m'intéresse vraim","['intéresse', 'vraim', 'brouillon', 'modifiant', 'fameux']"
"s couvert d’anonymat, représentant groupe admet verdict californien « représente pire scénarios ».Malgré tout, analystes jugent presse coréenne jugement chance Samsung, devoir r","['jugent', 'coréenne', 'jugement', 'devoir', 'anonymat']"
"côté chiffre qu'il s'agit bien l'ouverture comptes. On passer question, l'enregistrement comptable 3 opérations avez l'exercice. La opération, achat d'une armo","['comptable', 'opérations', 'opération', 'exercice', 'une']"
"ire 40 %. Donc devenir année, valeur devient 12 000 euros année, applique 40 12 000 euros valeur 7 200. Et l'année suivante, applique 40 7 200. Mais cas,","['devient', 'valeur', 'applique', 'année', 'devenir']"
trimoine l'entreprise d'autres personnes externes besoin information l'entreprise banque exemple banque analyse solvabilité d'une entreprise analyser lieu patrimoine fig,"['solvabilité', 'externes', 'analyser', 'besoin', 'une']"
"H. Par conséquent, sinus A multiplié cos sinus H 1 H équivalent 1 demi H sinus A termes 0 H 0. Prenons partie verte sinus H H. Là d'après cours équivalents,","['multiplié', 'équivalents', 'par', 'cos', 'équivalent']"
"faites. Si regardez bien, ici total niveau bilan initial niveau bilan final, qu'on effectué opérations. On achat d'une armoire augmenter actif. On paiement facture, r","['paiement', 'armoire', 'regardez', 'facture', 'une']"
"e 0 2 dollars. Donc opérateur between, exemple, finalement 600 paiements. Maintenant, supposons qu'on souhaite résultat inverse, c'est-à-dire souhaite montants l'intervalle 0 2","['est', 'montants', 'donc', 'inverse', 'supposons']"
fonctions opérateurs permettent manipuler chaînes caractère utilisés. Donc fonction allez utiliser avis c'est fonction CONCAT concatener chaînes c,"['fonction', 'fonctions', 'donc', 'est', 'opérateurs']"
"différence. On l'ajoute fin retourne ensemble. De direct d'implementer piton principe mathématique place. Voilà petit jeu tests correspond passe. Par exemple l'ensemble a,","['exemple', 'par', 'mathématique', 'retourne', 'ajoute']"
"ppartenant l'ouvert AB F prime C égale F B F A B A. Ce théorème appelé égalité accroissements finis. Conséquence, informations dérivée donnent informations fonction. Grâce","['théorème', 'fonction', 'dérivée', 'égalité', 'accroissements']"
"suite essayer trouver invariant programme. Donc, voit variables modifiées rés question c'est relation intéressante valeurs rés i. Ça c'est qu","['valeurs', 'invariant', 'donc', 'est', 'intéressante']"
"tion comptes actifs s'effectue niveau débit compte question. On passe opération, paiement facture l'armoire. Donc ici, supposer qu'on paye banque. Donc compte bancaire diminuer 800 euros e","['paiement', 'bancaire', 'armoire', 'débit', 'actifs']"
"ison confronter vecteur coordonnées. Ce choses différentes. Dans k 10n X, polynômes degrés afferregales n, vecteurs 1, grand X, grand X carré, etc., grand X puissance n, forment base canonique. Dans base","['polynômes', 'vecteurs', 'carré', 'dans', 'coordonnées']"
"Alors c'est erreur qu'on faire classiquement qu'on met ferir fer égal finalement résoudre problème-là, meilleure chose faire c'est faire petite simulation. Alors corps boucle qu'on","['résoudre', 'faire', 'boucle', 'erreur', 'classiquement']"
"e machines valent 49 578 euros. On inscrire valeur niveau installation, machine outillage. Voilà, fini placer valeurs patrimoine entreprise. Maintenant, calculer total l'actif. Mais","['valeur', 'valeurs', 'outillage', 'inscrire', 'entreprise']"
"morceaux, discontinue valeur entière. Il existe cas beaucoup pathologiques. Prenons l'exemple fonction indicatrice rationnels. C'est fonction vaut a, x rationnel a, x irrationnel. Cette","['fonction', 'est', 'vaut', 'existe', 'rationnels']"
ue derrière. Alors j'aimerais bien faire aujourd'hui c'est s'exercer petit bien maîtriser mouvements. Pour enregistrer opérations exercice savoir passe d,"['aimerais', 'faire', 'maîtriser', 'savoir', 'enregistrer']"
augmenté 10% l'exemple sachant sachant chiffre d'affaires départ 100 000 euros reprends chiffre d'affaires 2010 base 100 000 euros augmenté an 20% augme,"['augmenté', 'augme', 'reprends', 'chiffre', 'départ']"
oduit point d'exclamation l'URL espères LUVET. Avec méthode POST paramètres passés corps requête HTTP. Du coup méthode GET sûrement simple utiliser débugger,"['requête', 'sûrement', 'méthode', 'passés', 'utiliser']"
ue delete from indique nom table seconde ligne indique condition remplir lignes souhaite supprimer.,"['supprimer', 'indique', 'delete', 'remplir', 'souhaite']"
"e ici. On faire exemple compte banque, faut savoir c'est procédure comptes également. Alors compte banque, c'est classe 5 plan comptable, c'est 550 plan comptable belge. Il faut savoi","['comptable', 'faut', 'faire', 'savoir', 'exemple']"
intenant temps défacer préparer tableau tableau l'ajustement logarithmique mettre pause suite bien tableau refait intéressé l'ajustement logarith,"['logarithmique', 'défacer', 'intéressé', 'logarith', 'préparer']"
"é mauvaise pratique. C'est-à-dire langage l'autorisme c'est bonne idée l'utiliser. La raison cas, c'est même. C'est c'est qu'on manipuler. On ensembles homogènes, décri","['mauvaise', 'est', 'langage', 'bonne', 'manipuler']"
2783. La opération vente marchandises achetées 3500 euros TVA TVA 21%. Alors niveau opération compte vente marchandises compte produits l'augmenter somme,"['achetées', 'marchandises', 'produits', 'vente', 'opération']"
"c'est chose. Mais qu'est-ce qu'un morphisme Pour comprendre qu'est morphisme, partir d'un exemple. Considerons l'ensemble parties l'ensemble grand 2. On considérons parties, partie contient éléments","['pour', 'est', 'considerons', 'qu', 'morphisme']"
"e, contrainte NATNUL l'email chaine caractère VARCHAR, d'une longueur 355 long unique adresse mail s'inscrire fois do","['chaine', 'une', 'caractère', 'fois', 'inscrire']"
l'arrête vraiment l'exécution programme complètement. Alors l'opération d'accès valeur appartient clés efficaces basée principales algorithmiques test d'appartenance d'un élément ensemble. Puisqu,"['algorithmiques', 'alors', 'arrête', 'efficaces', 'exécution']"
"2300 €, opération 1, payé facture 1000 €, opération 2, acheté mobilier 5000 €, opération 3, payé moitié facture, exemple, opération 4. Et voilà, supposer l'année, n'a effectué op","['opération', 'payé', 'mobilier', 'effectué', 'acheté']"
"compliqué MySQL résultat rapidement traitement long résultat obtenu hyper, rendu rapidement. Donc principalement utilise opérateur IN, s","['compliqué', 'obtenu', 'utilise', 'opérateur', 'résultat']"
long j'ai mis retrouve navigateur texte. Et qu'on voit c'est balise superpose balise menu. La conséquence remarque c'est qu'il compliqué mélanger élément fois,"['navigateur', 'fois', 'mélanger', 'élément', 'remarque']"
A égale F X X appartient définir ensemble c'est Y appartenant F existe élément A Y égale F X. Il faut confondre F X élément F F,"['définir', 'est', 'existe', 'appartient', 'faut']"
"table hasard, prendre table acteur. Et clique droit choisis select throws. Et voilà, vois contenu table acteur. Donc l'import été réussi. Et pouvoir attaquer cours SQL. À session suivante.","['choisis', 'attaquer', 'clique', 'vois', 'réussi']"
ction s'appelle mariage prend armette retourner sortie qu'on faire d'abord récupérer informations j'ai besoin nom nom l'âge statut m,"['récupérer', 'retourner', 'armette', 'appelle', 'faire']"
"voir opérateurs base faire opérations mathématiques basiques voir fonctions mathématiques pourrez utiliser côté. Donc, répète, pourra voir liste fonctions mathématiques","['pourrez', 'mathématiques', 'fonctions', 'pourra', 'basiques']"
"n trouver confitures présents linéaire, linéaire c'est famille marques confiture présentes rayon, c'est linéaire, c'est partie rayon, ben marque présen","['linéaire', 'confiture', 'trouver', 'confitures', 'présents']"
ut faire tourner volonté mode portrait paysage c'est intéressant prévoir fois cas large haut cas haut large contrainte résolution min r,"['intéressant', 'tourner', 'faire', 'fois', 'prévoir']"
"fs. C'est-à-dire, ici mouvements qu'un compte actif. Et comptes produits présentent évolution qu'un compte passifs. Maintenant, fois comprenez mouvements, appliquer opération. On repéré","['appliquer', 'repéré', 'passifs', 'est', 'comprenez']"
"ctionné. Donc, bien sûr, exemple-là, particulier, aussi, celui-là, bon argument qu'on problème d'efficacité. Ici, résumer, fois qu'on cherche petit diviseur N, faire N moin","['ctionné', 'résumer', 'faire', 'moin', 'problème']"
"voie client. Donc, besoin d'un serveur. Alors, bien sûr, début, faire premiers développements, rien n'empêche machine client machine serveur soient pratique machine. Et évidemment, travaillez","['développements', 'serveur', 'faire', 'besoin', 'empêche']"
"carrée, TARN, tangente, voir exemples MySQL, Workbench utilisations là, exemple rester table PAYMENT simplement ici supprimer GOBY HODERBY garder A","['carrée', 'utilisations', 'exemple', 'supprimer', 'exemples']"
"rédit c'est capital notion faut vraiment comprendre signifie. C'est aujourd'hui j'aimerais bien, essayer expliquer notion débit crédit. Ce n'est évident pouvez rencontrer plusieur","['aimerais', 'faut', 'rencontrer', 'expliquer', 'crédit']"
"3, 4 5. 5 grand élément partie A unique. Le grand élément d'une partie A majeurant A. Voici exemple. L'intervalle 20 possède grand élément. Par contre, possède petit élément","['élément', 'une', 'intervalle', 'exemple', 'par']"
"s tables elles. Cette commande retourne enregistrements lorsqu'il ligne colonne correspond condition. Donc passons voir voir syntaxe Zynerjoin. Donc utiliser type jointure, convien","['jointure', 'retourne', 'cette', 'commande', 'lorsqu']"
"comptes, balance vérification, balance définitive. Vous pouvez revoir étapes voulez. Et faire, bien sûr, c'est d'établir bilan final. Alors, établir bilan final, baser balance déf","['définitive', 'déf', 'faire', 'vous', 'vérification']"
A partie V R contient intervalle contient A. Là définition petit compliquée nécessiterait d'aller loin topologie bien comprendre choses. Mais cadre secours,"['compliquée', 'nécessiterait', 'définition', 'contient', 'intervalle']"
"s aurez dettes court terme aurez dettes long terme. Et sens dettes ici, c'est payer l'entreprise, fait. Ça salaires payer employés. Ça taxe payer l'État. Ça","['salaires', 'taxe', 'dettes', 'payer', 'fait']"
"n comptoir balance rayonnage partie qu'on appelle installation, machine hauteillage. Donc augmenter valeur 3000 euros facture n'est payée dette fournisseur. On augment","['fournisseur', 'payée', 'rayonnage', 'comptoir', 'hauteillage']"
".php n'importe authentifié auparavant. Donc faut vérifier provenance script, c'est bien script d'authentification. Donc faire ça, appelle session start variable session valid user bien 1, c'est","['authentification', 'authentifié', 'vérifier', 'faut', 'appelle']"
"F vérifiant XY appartient gamma. Y appelé l'image X X appelé antécédent Y. Définition, l'ensemble grand E appelé ensemble départ l'ensemble grand F appelé ensemble d'arrivée. Gamma appelé graphe fonction. L'ana","['fonction', 'graphe', 'définition', 'xy', 'appartient']"
"déconstruction. Alors verra type déconstruction s'appelle découpage, particulièrement intéressant. Alors n'est intéressant type range. On verra chaînes. Enfin, principe commu","['déconstruction', 'intéressant', 'découpage', 'appelle', 'chaînes']"
e Moins 8 Divisé C15 Egal 4 Divisé 30. 30. D'accord Donc trouver médiane c'est simple. Je prends calculatrice. Vous prenez calculatrice Vous faites 4 Divisé 30 x 15 8 Et trouve médiane. Parce vo,"['vous', 'prends', 'faites', 'calculatrice', 'trouver']"
"Donc, supposons souhaite retourner prénant client nom client. Donc, venir ici taper FIRST, FIRST NAME, LAST NAME retourner ça. Donc, j'ai table FIRST NAME LAST NAME. Donc, r","['retourner', 'supposons', 'prénant', 'client', 'donc']"
"c q non nul, promis racine 2 égale p q. Ceci définition d'un nombre rationnel s'écrit quotient entiers. Ils expression carré. On obtient 2 égale p q carré, 2 égale p","['entiers', 'obtient', 'quotient', 'carré', 'nul']"
"expert. Les NUPLAY topés. C'est-à-dire demande type exemples précédents Python, dira c'est NUPLAY. Débrouillez-vous ça. Donc, Python, c'est programmeur faire attention qu'on","['vous', 'débrouillez', 'programmeur', 'faire', 'demande']"
"rive 0,91 91% 91% variables colonne quantité 91% prix s'explique quantité 91% variables prix s'explique variables quantité c'est l'un veux simplifier choses","['quantité', 'est', 'simplifier', 'choses', 'variables']"
"aire loi composition interne. Le magma unifère dispose d'un élément neutre. Le magma associatif loi associative. Si loi composition interne fois associative possède élément neutre, monof","['associatif', 'élément', 'associative', 'neutre', 'loi']"
"u'on peut, brouillon papier, comprendre fonctionnement d'une boucle. En cas, boucle simple celle-là.","['boucle', 'brouillon', 'une', 'peut', 'celle']"
"es, créer compte rémunération avantage socio-direct. Je apprécier. Débit crédit. Ça augmenter valeur 8000 euros débit c'est charges, augmente débit. Vous avez l'opération 11, dernière opération. Et","['apprécier', 'rémunération', 'crédit', 'débit', 'valeur']"
"léments B A. Il existe façons définir ensemble. Nous deux. Premièrement définition extension. Deuxièmement diagramme veine. Troisième situation possible, définition compréhension. On définit ensemble","['définir', 'définit', 'définition', 'léments', 'existe']"
l'opération d'entrelacement. Alors qu'on faire coder fonction termistarpiton. La fonction s'appelle entrelacement prend chaîne S1 chaîne S2 retourne chaîne S2. Alors plupart vidéos,"['entrelacement', 'appelle', 'fonction', 'opération', 'retourne']"
"Donc maintenant, voir type jointures externes left join. Donc jointure, appeler jointure externe gauche, left gauche. Et langage SQL, commande left join type d","['jointure', 'jointures', 'gauche', 'commande', 'langage']"
"r rapport l'autre. A inter parenthèses B union C, égal A inter B, union A inter C. De A union parenthèses B inter C, égal A union B, inter A union C. Noción complémentaire. Soit A élément l'ensemble parties. Le c","['complémentaire', 'parenthèses', 'élément', 'autre', 'soit']"
"view, Jean-Marie Le Pen revient parti, démographie européenne, l'islam. « Le maître l'islam. Si islamistes deviennent majoritaires France, charia », prévient-il.Mise jour — 16:50 (UTC) Jean-Marie Le Pen affirm","['démographie', 'prévient', 'france', 'deviennent', 'islamistes']"
"l'une questions poser pose sérieux problème avancer comptabilité, c'est distinguer d'une manière claire bilan comptable compte résultat. Dans cours, expliquer qu","['problème', 'comptable', 'expliquer', 'comptabilité', 'claire']"
"20 colonnes 10 lignes. Et texte défaut. Le champ idon, lui, champ texte masqué, c'est l'utilisateur voit pas. Ça paraître inutile vue mal d'intér","['paraître', 'défaut', 'utilisateur', 'colonnes', 'champ']"
"eur, parlé dernière fois qu'on appelle principe d'évaluation. Les instructions, c'est petit dénote valeur, l'instruction, correspond sorte d'ordre qu'on donne machine, l'or","['est', 'appelle', 'évaluation', 'fois', 'dénote']"
"cières. Et forcément, devrait égalité passif actif. Parce l'actif n'est rien d'autre l'utilisation valeur qu'on notée passif. Et là, j'ai petite question basique. Quand est-ce ressourc","['forcément', 'égalité', 'quand', 'ressourc', 'notée']"
"argent reste, laisse niveau d'un compte bancaire, société, bien, niveau caisse. On continuer exercices. Je prendre exercice. On effacer ça. Le 1er mars, création société Main-","['exercices', 'caisse', 'exercice', 'bancaire', 'reste']"
"ur camionnette, exemple, 60 euros. L'entreprise compte vendre chaise prix 20 euros. La question, c'est d'établir compte résultat bilan final cas l'entreprise réalise aucune vente cas l'entreprise","['chaise', 'réalise', 'entreprise', 'camionnette', 'vendre']"
"épisode, 18e saison 4, parlons groupe symétrique, c'est cas particulier groupe finie. Comme question permutation, commencer rappels permutations. Dans l'épisode 9 saison 4, consacré","['commencer', 'finie', 'permutations', 'permutation', 'symétrique']"
Merci bientôt,"['bientôt', 'merci']"
"illustrée forme bénéfices, bien perte diminuer ressource principale l'entreprise capital. Pour davantage compte résultats, céter exemples. On charges appauvrissent l","['appauvrissent', 'bénéfices', 'illustrée', 'davantage', 'bien']"
"bien maintenant. On essayer faire grouping amounts montants client dépensé. On grouping customer ID voir résultats ici. Bien évidemment ici, j'ai oublié n. Là, j'ai montant dépensé ch","['oublié', 'dépensé', 'montants', 'montant', 'faire']"
"2 calculent trompe résultat non 14,06 non carré c'est positif vraiment 14,06 14,06 0,25 carré 4,25 carré 18,06 18,06 8,25 carré 66 68,06 68,06 nouvelle colonne","['carré', 'calculent', 'est', 'colonne', 'positif']"
"c'est 4x4. Pour K, alors, prendre liste 10 premiers entiers naturels, simplement, prendre intervalle sert ça. Et partir 1 jusqu'à 11. Alors, contre, voulait nombres soient paires","['entiers', 'pour', 'alors', 'est', 'nombres']"
"r quantificateurs phrases écrites français. Et surtout, programme insiste là-dessus, quantificateurs utilisés abréviation. Donc attention, rédigez devoir mathématiques, DS, faut","['quantificateurs', 'faut', 'abréviation', 'phrases', 'écrites']"
st supprimé. Alors pseudo-éléments first letter first line before after permettent d'afficher contenu élément élément. Ça pratique donne exemple supposons soye,"['supprimé', 'supposons', 'élément', 'alors', 'exemple']"
"compte bank. Et ajouter opération exemple, qu'on paye facture 2000 euros. Donc diminue compte bancaire niveau crédit 2000 euros. Voilà l'entreprise n'a opérations","['ajouter', 'crédit', 'bancaire', 'diminue', 'opérations']"
"0 100 0 100. 0 100 7 100, 7 100. 7 100 11 100 18 100. D'accord D'accord 18 100 18 100 10, 18 17 35 35 24 59 ok 59 plu","['100', '10', 'ok', '18', '11']"
"préciser média syntaxe vue précédemment ici exemple écrans 24, 2024 pixels rappelle qu'on rajouter autant balises link qu'on souhaite c'est classique faire c'e","['précédemment', 'écrans', 'préciser', 'faire', 'autant']"
able 1.id égale table 2.id. Donc roquette particulièrement intéressante récupérer informations table 1 récupérant données associées s'il n'y correspondance table 2. A savoir s'il n'y corre,"['récupérant', 'récupérer', 'intéressante', 'correspondance', 'associées']"
"oint, l'ensemble nombres impairs, point. En effet, classe d'équivalent zéro point contient bien nombres paires. Ce nombres différences paires. Et classe point contient bien nombres impairs. En","['nombres', 'et', 'impairs', 'équivalent', 'paires']"
"tre l'inverse. Le capital, c'est 100 000 euros c'est solde créditeur. C'est qu'on solder comptes. Et avez clients exemple. Là, calculer somme débit. Moins crédit. Et solde débiteu","['créditeur', 'crédit', 'débiteu', 'débit', 'est']"
"ype BOOL, troisième, 2.0 type FLOTE. Le quatrième, chaîne 3 type STR. Ensuite, ici, liste d'entiers, type liste int, ici, c'est couple. Le élément entier, FLOTE. Donc final,","['entiers', 'entier', 'élément', 'int', 'est']"
"liste débats, réduction listes normales, voir donne listes nues pleines fois-ci. Alors l'exemple apprendre, c'est l'âge moyen groupe personnes. Pour ça, base","['pleines', 'listes', 'normales', 'est', 'alors']"
"z valeurs placer niveau bilan, avez crédit dépasse l'année. Donc, c'est crédit d'un an. Donc, mettre 19 831,48 établissement crédit. Et afficher valeur camion niveau mobilier matériel roulant. A","['crédit', 'valeur', 'dépasse', 'afficher', 'mobilier']"
"NUPR, pouvoir construction NUPR variable littération. À l'intérieur corps boucle, château boucle, bonnes valeurs. Il proposer petite variation exemple réduction. Plu","['boucle', 'littération', 'valeurs', 'petite', 'bonnes']"
"ns recommandé. Adam Smith retourne Kier Kaldi fin 1747, années continue lire d'étudier. Il commençait donner cours succès Edinburgh rhétorique droit, 1750 1751. Et l","['recommandé', 'rhétorique', 'commençait', 'cours', '1751']"
it lambda Y presque nombre finit scalaire non nul. L'ensemble familles presque noté grand cas puissance grandit parenthèses. Quel l'intérêt notion famille Pourquoi contenter,"['scalaire', 'nul', 'puissance', 'finit', 'nombre']"
"r population forme, trouve, installée zone Chalandises, c'est-à-dire 1007 divisé 0,005, arrivons 2140 personnes, bien ville moyenne, ville moyenne 20 000 personnes, 20 000","['installée', 'personnes', 'chalandises', 'moyenne', 'arrivons']"
"ation augmente charges. J'aurais aimé vidéo complémentaire précisant clairement avantages fiscaux, s'il catégories provisions, éventuelles contraintes respectives chacune. Et s'il n'y di","['complémentaire', 'avantages', 'précisant', 'clairement', 'augmente']"
"entification correcte faux l'authentification n'est correcte. Donc l'authentification correcte appelle session start, positionnement variable session viens redirection bonne page. Donc faç","['correcte', 'authentification', 'positionnement', 'appelle', 'redirection']"
onnette valeur réduire valeur comptabilisant crédit actif camionnette somme. Donc réduire valeur camionnette. La camionnette évaluée valeur d'acquisition dépa,"['comptabilisant', 'camionnette', 'valeur', 'évaluée', 'crédit']"
nombre permutation factorial 3 c'est-à-dire 6 Calculons nombre d'anagrammes mot radar Ici c'est simple A présent 2 fois R Le problème résolu fois to,"['est', 'calculons', 'permutation', 'factorial', 'nombre']"
"iffres 0 0 1 0 2 0 3 etc. caraméliens mal épargne valeurs c'est préciser numérotés listes pas, l'avait déj","['numérotés', 'préciser', 'iffres', 'caraméliens', 'déj']"
"e deviens 25% 1. C'est-à-dire 0,25% 1. Si c'est augmentation 25%, c'est 0,25% 1. Je crois cours, j'avais mis 1 premier. C'est Si perturbe pas, c'est chose. Donc, mets 1 tau","['est', 'donc', 'crois', 'deviens', 'dire']"
e souvient factorial while fonction prenait paramètre n entier paramètre devait entier naturel indiqué pré-condition n devait super égal 0. On besoin d'une variab,"['entier', 'paramètre', 'fonction', 'factorial', 'while']"
quête identifiants différents. Ce faire c'est compiler requête serveur mettant points d'interrogation place paramètres. Puis j'exécute requête bons passe paramè,"['identifiants', 'requête', 'exécute', 'serveur', 'paramè']"
"amortissement inférieur 4000 euros compté cas l'amortissement linéaire. Et c'est règle, fois qu'on situation l'annuité d'amortissement inférieure compté méthode","['amortissement', 'annuité', 'compté', 'linéaire', 'fois']"
r 8 côtés. Vous voyez équilibré. Je prends exemple opération. On l'opération 3. Je changer couleur l'effet bilan évident clair. Je prends vert. Vert c'est pris. On pren,"['vous', 'prends', 'équilibré', 'voyez', 'clair']"
"st associé mot diminution crédit augmentation. Merci. Ok, expliquer ça. D'une manière générale, avez bilan actif-pacif. Les comptes actif passif s'enregistrer manière suivante. Vous avez tou","['vous', 'passif', 'manière', 'enregistrer', 'expliquer']"
"ns génère d'air. Et test d'appartenance indique bret qu'on vient rajouter. Deuxième exemple, fois-ci remplacement. Voilà dictionnaire constante. Pi dictionnaire. Ça valore 7 14 quelques. Et imaginons","['dictionnaire', 'génère', 'fois', 'vient', 'valore']"
"symboles sigma produit. La notion famille fréquemment étisée algèbre linéaire, chapitre abordé tard l'année. Une famille application n'est vraiment intéresse ici. La notion fam","['intéresse', 'linéaire', 'étisée', 'abordé', 'symboles']"
